계정,연도,상품번호,판매자코드,ROAS%,광고비,광고전환매출,클릭
rejoice222,2025,2936321879,W89DAE6,12936,4026,520800,8
rejoice222,2025,2936363093,W030F38,1290,3399,43850,7
rejoice222,2025,2936373573,W9510EE,2633,2442,64300,6
rejoice222,2025,2936403833,WA949F5,350,16709,58510,22
rejoice222,2025,2936407974,,17483,385,67310,1
rejoice222,2025,2936408792,W68E009,10475,1650,172830,4
rejoice222,2025,2936458328,,276,32659,90010,47
rejoice222,2025,2936480712,,5904,726,42860,2
rejoice222,2025,2936494468,W8668BA,2410,1859,44800,5
rejoice222,2025,2936657360,WB2992F,4887,16115,787570,25
rejoice222,2025,2936663087,W6DB9BB,13541,880,119160,2
rejoice222,2025,2936667689,W1C496D,21145,330,69780,1
rejoice222,2025,2936682997,W98AFF0,1210,6468,78240,9
rejoice222,2025,2936683851,W70BEE5,1236,4334,53580,19
rejoice222,2025,2936685181,WA4B8A4,27570,539,148600,2
rejoice222,2025,2936690554,,4510,792,35720,3
rejoice222,2025,2936701565,W245577,956,19591,187200,38
rejoice222,2025,2936755958,W7ABF87,11766,363,42710,1
rejoice222,2025,2936781800,WA4D4A1,5182,2123,110020,7
rejoice222,2025,2998022263,WAA7908,1722,2255,38830,6
rejoice222,2025,2998031046,,7369,1309,96460,5
rejoice222,2025,2998115610,W87F6F7,9745,341,33230,1
rejoice222,2025,2998137058,WADEF28,10475,1364,142880,3
rejoice222,2025,3000210676,WB9695D,879,4422,38860,13
rejoice222,2025,3000280988,W85E08B,286,22638,64730,45
rejoice222,2025,3000306286,W501A20,4726,2090,98770,6
rejoice222,2025,3000330721,WA8DF18,739,10076,74440,13
rejoice222,2025,3000339553,,3067,2002,61400,5
rejoice222,2025,3000411831,,5773,748,43180,3
rejoice222,2025,3000447556,W140C31,1229,3179,39060,10
rejoice222,2025,3000453513,,10392,385,40010,1
rejoice222,2025,3000459471,,10392,385,40010,1
rejoice222,2025,3000461349,,10392,385,40010,1
rejoice222,2025,3000464048,W91B675,7722,1771,136760,4
rejoice222,2025,3000468167,W9D3520,773,7689,59450,29
rejoice222,2025,3000495959,W8F15BC,9039,385,34800,1
rejoice222,2025,3000502345,WA02290,5075,770,39080,2
rejoice222,2025,3055210644,W1EED8F,418,8668,36250,23
rejoice222,2025,3055294982,,17191,341,58620,1
rejoice222,2025,3055304268,W969DA6,3213,3509,112740,9
rejoice222,2025,3055354884,,4388,748,32820,5
rejoice222,2025,3055403786,W6C71D6,7894,946,74680,2
rejoice222,2025,3055407672,,12165,693,84300,3
rejoice222,2025,3055414400,,3392,1177,39920,4
rejoice222,2025,3055465358,W2D7C70,21463,495,106240,1
rejoice222,2025,3055508632,W9D13D0,5474,4895,267960,13
rejoice222,2025,3055509345,W4BEBDB,2308,1716,39610,3
rejoice222,2025,3160174727,WC83D0B,53689,264,141740,2
rejoice222,2025,3160187417,,6844,385,26350,1
rejoice222,2025,3160193505,WC4157C,4940,4620,228220,12
rejoice222,2025,3160257845,W8F15D3,1500,5863,87960,16
rejoice222,2025,3160264714,W9CF0A7,689,7469,51470,20
rejoice222,2025,3377004046,,669,12562,84000,20
rejoice222,2025,3377025445,W97EA20,814,4620,37610,14
rejoice222,2025,3377040347,W8C6AF5,2392,1991,47620,5
rejoice222,2025,3377047904,WADA8A7,1980,3960,78420,9
rejoice222,2025,3377050204,,3536,1078,38120,3
rejoice222,2025,3377058268,WA69C3A,348,8239,28700,15
rejoice222,2025,3377063305,WD2E6A3,6392,770,49220,2
rejoice222,2025,3377066036,W8D32BE,733,40942,299990,76
rejoice222,2025,3377066649,W5AD0C0,13014,1650,214730,3
rejoice222,2025,3377116654,W9AF94B,19045,308,58660,1
rejoice222,2025,3377119975,WA4D4B1,451,17732,80000,43
rejoice222,2025,3377140114,W79D3BB,1439,6556,94320,8
rejoice222,2025,3377159138,WB29933,2376,3630,86260,8
rejoice222,2025,3377159272,W4BEBDA,3764,2420,91080,6
rejoice222,2025,3558835990,W8E3CBC,745,3850,28700,10
rejoice222,2025,3558846747,WD097C7,12396,3157,391340,9
rejoice222,2025,3558849584,WD09713,1996,6358,126910,16
rejoice222,2025,3558860124,W9AF1C1,16188,858,138890,4
rejoice222,2025,3558872282,W8E8E82,39389,198,77990,2
rejoice222,2025,3558873539,WBCE77B,802,15950,127850,25
rejoice222,2025,3558879223,WB9C1CE,8810,770,67840,2
rejoice222,2025,3558892613,W5D5A36,932,11979,111670,15
rejoice222,2025,3558916023,WA0228F,1523,3256,49590,9
rejoice222,2025,3607030815,,868,5588,48520,14
rejoice222,2025,3607064814,,541,6897,37320,22
rejoice222,2025,3607084180,,5672,682,38680,2
rejoice222,2025,3804118364,,1354,3718,50350,11
rejoice222,2025,3804147635,W9C15AD,878,24728,217000,59
rejoice222,2025,3804149863,WBB6D4E,4578,616,28200,2
rejoice222,2025,3804154869,WE5CB4C,1285,4807,61750,11
rejoice222,2025,3804201703,W2DFDE0,6968,3344,233000,8
rejoice222,2025,3804211524,,1406,4004,56280,12
rejoice222,2025,3804223302,,2608,2354,61400,7
rejoice222,2025,3868246419,,25297,495,125220,1
rejoice222,2025,3868272242,,3089,3256,100590,9
rejoice222,2025,3868306388,,2073,1507,31240,7
rejoice222,2025,3939931964,,2463,1540,37930,4
rejoice222,2025,3939938803,WBCA08A,552,8360,46150,16
rejoice222,2025,3939967395,W97E75A,3385,3608,122120,8
rejoice222,2025,3940037780,,4581,682,31240,2
rejoice222,2025,3000405536,W9E57B7,1560,14762,230280,20
rejoice222,2025,3055137011,W97462C,3550,1397,49590,3
rejoice222,2025,3055415926,WADEF58,16429,1507,247580,3
rejoice222,2025,3055500493,W97B610,8800,385,33880,1
rejoice222,2025,3343075587,W08B756,22940,385,88320,1
rejoice222,2025,3558835819,W9745EC,2688,6908,185700,12
rejoice222,2025,3558926189,,10123,3817,386410,10
rejoice222,2025,3939942864,,243,31031,75260,45
rejoice222,2025,3939992706,,1093,4950,54100,6
rejoice222,2025,3000430381,W6480CC,9104,385,35050,1
rejoice222,2025,3558843152,W1628FD,6727,770,51800,2
rejoice222,2025,3804192154,W143BE4,12594,561,70650,2
rejoice222,2025,3000465842,W9E9E52,10698,2387,255350,3
rejoice222,2025,3000506149,W8D32A4,2940,3586,105430,7
rejoice222,2025,3055509234,W94118F,24836,550,136600,5
rejoice222,2025,4121910048,,5751,748,43020,2
rejoice222,2025,4121910412,,765,11198,85680,14
rejoice222,2025,4121918185,,16026,836,133980,2
rejoice222,2025,4121921960,WF4D4B1,555,14553,80760,36
rejoice222,2025,4121930571,,383,17193,65900,27
rejoice222,2025,4121930821,,1915,1771,33920,3
rejoice222,2025,4121935805,,1400,2310,32350,6
rejoice222,2025,4121968410,,1830,1914,35020,5
rejoice222,2025,4121976476,W463E90,1953,1650,32230,2
rejoice222,2025,4121982614,W91807D,484,14278,69170,25
rejoice222,2025,4121991156,,8612,814,70100,2
rejoice222,2025,4121997475,WE5047F,6875,1804,124020,4
rejoice222,2025,4206459742,WBA72E7,4030,1155,46550,3
rejoice222,2025,4206468566,,5114,770,39380,2
rejoice222,2025,4206479118,,1422,5346,76040,27
rejoice222,2025,4253220060,,20799,770,160150,2
rejoice222,2025,4253220134,WDA42B9,5471,3080,168520,4
rejoice222,2025,4253220464,,2623,3179,83400,5
rejoice222,2025,4328248898,WACF5B7,5463,935,51080,2
rejoice222,2025,4328248933,WACF5BA,1261,4092,51600,5
rejoice222,2025,4328250360,,13725,770,105680,2
rejoice222,2025,4328262457,,3177,2178,69200,3
rejoice222,2025,4328275857,W4CA4C0,2063,1529,31540,4
rejoice222,2025,4328278234,,2702,1221,32990,4
rejoice222,2025,4328280782,,817,3905,31890,10
rejoice222,2025,4328287988,W9E1D75,1176,5698,66980,10
rejoice222,2025,4328289152,,3296,1540,50760,4
rejoice222,2025,4328291206,,494,6600,32600,16
rejoice222,2025,4348000449,,222,20251,44900,61
rejoice222,2025,4348002074,W61F385,1959,1386,27150,4
rejoice222,2025,4365512169,,355,23221,82320,44
rejoice222,2025,4365516919,W6D6F62,2102,2442,51330,6
rejoice222,2025,4365520246,,916,4598,42140,11
rejoice222,2025,4365522266,,7481,385,28800,1
rejoice222,2025,4365522994,W61F563,797,6512,51900,17
rejoice222,2025,4365524255,,914,12177,111260,32
rejoice222,2025,4365524637,,3554,2310,82090,6
rejoice222,2025,4365524872,,879,7524,66100,10
rejoice222,2025,4365526951,,1815,6655,120790,14
rejoice222,2025,4365533605,W352114,7969,1155,92040,3
rejoice222,2025,4365533955,,486,10725,52100,16
rejoice222,2025,4365539281,WD7A66B,6716,5654,379700,15
rejoice222,2025,4365541898,,5486,627,34400,3
rejoice222,2025,4365543078,,3481,1265,44030,3
rejoice222,2025,4365543953,,4916,770,37850,2
rejoice222,2025,4365545383,WC58455,5700,594,33860,3
rejoice222,2025,4365545423,,683,20273,138480,35
rejoice222,2025,4365546518,,737,4268,31440,11
rejoice222,2025,4367072036,,746,17699,132100,37
rejoice222,2025,4367080754,,405,7568,30680,15
rejoice222,2025,4367082651,,938,8756,82150,18
rejoice222,2025,4367083660,,486,13420,65250,36
rejoice222,2025,4367085193,WBEFB58,3058,3575,109310,5
rejoice222,2025,4367096531,,2250,2035,45790,7
rejoice222,2025,4367097542,WCA3FB3,1055,17644,186090,25
rejoice222,2025,4367097673,WBF0302,1865,5610,104640,16
rejoice222,2025,4367098646,,3781,2288,86500,6
rejoice222,2025,4367102549,WB04756,9806,1650,161800,4
rejoice222,2025,4367103529,,669,8371,56030,28
rejoice222,2025,4367116812,WBC6544,845,8206,69310,14
rejoice222,2025,4367117524,WB69A0A,357,7205,25710,16
rejoice222,2025,4369064846,,14379,594,85410,2
rejoice222,2025,4369065844,,2388,3795,90640,12
rejoice222,2025,4369068715,,13618,385,52430,1
rejoice222,2025,4369069662,,5740,2585,148370,4
rejoice222,2025,4369069702,,624,8415,52480,22
rejoice222,2025,4369071599,,423,24970,105510,66
rejoice222,2025,4369071774,,952,7150,68040,18
rejoice222,2025,4369071815,,528,8514,44940,21
rejoice222,2025,4369076829,,17049,385,65640,1
rejoice222,2025,4369077362,,674,3355,22620,9
rejoice222,2025,4369078158,W26C430,916,3399,31120,9
rejoice222,2025,4369078788,,409,16291,66600,21
rejoice222,2025,4369078846,,4869,2860,139260,8
rejoice222,2025,4369081503,,386,10956,42320,21
rejoice222,2025,4369081663,,30832,3267,1007280,7
rejoice222,2025,4369081697,,2884,1144,32990,3
rejoice222,2025,4369085516,,103737,99,102700,1
rejoice222,2025,4369087998,,2459,1232,30290,3
rejoice222,2025,4369090892,W8F91D1,6143,770,47300,2
rejoice222,2025,4369093641,,709,3509,24870,11
rejoice222,2025,4369097990,,2063,7524,155190,20
rejoice222,2025,4369651561,WE36A5B,1737,47938,832810,99
rejoice222,2025,4369651628,WE40928,267,13948,37210,20
rejoice222,2025,4369651756,WE24BDB,876,3168,27760,4
rejoice222,2025,4369651996,,1979,3630,71830,6
rejoice222,2025,4369652180,WDD17FD,907,6743,61150,13
rejoice222,2025,4369652340,WDAE7B4,6933,781,54150,1
rejoice222,2025,4369652406,,706,10582,74720,12
rejoice222,2025,4369652522,WD5D353,674,11506,77550,45
rejoice222,2025,4369652789,WD4DBC1,1938,902,17480,2
rejoice222,2025,4369652887,WD33501,1132,13310,150640,18
rejoice222,2025,4369652959,WD2D3F1,508,9361,47560,26
rejoice222,2025,4369653051,WD13AB0,732,8030,58780,14
rejoice222,2025,4369653101,WD0A3FF,19669,308,60580,1
rejoice222,2025,4253220614,,23879,561,133960,1
rejoice222,2025,4328257778,,14000,385,53900,1
rejoice222,2025,4367080595,,5327,594,31640,2
rejoice222,2025,4369063427,,1950,2189,42680,4
rejoice222,2025,4369153014,WB1D5AC,1251,1848,23110,4
rejoice222,2025,4405496928,W8F8332,1323,2057,27220,5
rejoice222,2025,4405497177,W7575D2,14001,759,106270,2
rejoice222,2025,4405498481,WF72AA4,8200,913,74870,7
rejoice222,2025,4405498705,WCE07B6,254,12947,32910,20
rejoice222,2025,4405498803,WC672BE,1121,3641,40800,9
rejoice222,2025,4405499268,W8536B9,643,6061,39000,11
rejoice222,2025,4405499392,WCE4E0E,553,11858,65610,26
rejoice222,2025,4405499630,,522,7183,37530,17
rejoice222,2025,4405500239,W91B689,14950,1364,203920,4
rejoice222,2025,4405500293,WA2099E,3075,1815,55820,5
rejoice222,2025,4405500323,WE93437,1406,1122,15770,3
rejoice222,2025,4405500410,WF48B86,1350,1661,22420,4
rejoice222,2025,4405500468,W08B7E5,225,9559,21480,26
rejoice222,2025,4405500593,W040344,6072,726,44080,2
rejoice222,2025,4405500598,WEAD02B,784,3047,23900,8
rejoice222,2025,4121967264,,8141,495,40300,1
rejoice222,2025,4405497987,WC78919,2609,1298,33870,3
rejoice222,2025,4365538920,WE8209B,4965,682,33860,2
rejoice222,2025,4367109224,WC4C42E,631,6721,42440,24
rejoice222,2025,4367121558,WD10D38,4442,1298,57660,3
rejoice222,2025,4463457196,W8F4A80,2325,770,17900,2
rejoice222,2025,4463459183,W9F0251,2116,880,18620,2
rejoice222,2025,2998128136,W14E506,11969,385,46080,1
rejoice222,2025,4367103391,,642,13475,86500,45
rejoice222,2025,4369080583,,421,10219,43060,13
rejoice222,2025,4463452984,W49243D,2489,2024,50370,9
rejoice222,2025,4463453382,WB3054C,1223,1375,16820,3
rejoice222,2025,4463455552,WAA2AD3,2052,847,17380,2
rejoice222,2025,4463456855,W9ED450,949,1881,17850,6
rejoice222,2025,4489950909,,5436,440,23920,1
rejoice222,2025,4489951025,W764D13,3065,770,23600,2
rejoice222,2025,4489951507,WBA3377,241,4477,10770,8
rejoice222,2025,4489951834,WEFC577,498,4466,22250,9
rejoice222,2025,4489951868,WE4EAAC,409,2882,11800,5
rejoice222,2025,4253220554,W7F6753,477,5951,28390,13
rejoice222,2025,4489951759,WFFRAM7,363,6820,24740,11
rejoice222,2025,4525978214,W8A0A84,828,3168,26240,9
rejoice222,2025,4525978259,W73837B,1363,4763,64920,13
rejoice222,2025,4525978788,W5FD10E,6835,902,61650,2
rejoice222,2025,4620527416,W664E1B,9485,330,31300,2
rejoice222,2025,4620549179,WABD06A,7826,495,38740,1
rejoice222,2025,4620549624,WB88622,3370,1452,48930,3
rejoice222,2025,4620555883,WFG5M0E,7410,1826,135300,4
rejoice222,2025,4620556756,WFHHO8I,3344,1298,43400,3
rejoice222,2025,4626131168,WD4FAE3,3374,495,16700,1
rejoice222,2025,4626131277,WCDCD91,5113,451,23060,1
rejoice222,2025,4626132689,WB3F727,11876,1485,176360,3
rejoice222,2025,4626134051,WA421B0,26368,913,240740,2
rejoice222,2025,4626134722,W97A6A7,1964,1727,33910,6
rejoice222,2025,4626137753,W4683FF,32563,2893,942060,6
rejoice222,2026,2936494468,W8668BA,3736,1199,44800,3
rejoice222,2026,3000235685,W3655A1,1293,2805,36280,6
rejoice222,2026,3055137011,W97462C,8197,605,49590,1
rejoice222,2026,3055312207,,4032,1320,53220,2
rejoice222,2026,3377047062,W7894F9,8663,495,42880,1
rejoice222,2026,3377069599,W2B7F6E,570,13189,75160,13
rejoice222,2026,3377140114,W79D3BB,5955,792,47160,1
rejoice222,2026,3377147338,W8D32C3,784,56265,440920,52
rejoice222,2026,3558892613,W5D5A36,462,8250,38130,10
rejoice222,2026,3558912783,WB226DD,8146,1562,127240,3
rejoice222,2026,3939932723,WD106EB,1203,2596,31240,7
rejoice222,2026,3939938803,WBCA08A,1320,13981,184600,19
rejoice222,2026,4121905263,,1282,2574,32990,6
rejoice222,2026,4121914482,,2345,1870,43860,4
rejoice222,2026,4121937490,,8894,473,42070,1
rejoice222,2026,4206462010,WA00CD9,893,4367,39000,9
rejoice222,2026,4206473158,,10977,440,48300,2
rejoice222,2026,4253220134,WDA42B9,44800,770,344960,1
rejoice222,2026,4253220664,WC1541A,2061,2211,45560,3
rejoice222,2026,4253220711,,7931,1342,106440,2
rejoice222,2026,4328248933,WACF5BA,213,12089,25800,12
rejoice222,2026,4348002910,WE0A55D,3798,2827,107360,7
rejoice222,2026,4367079001,,5332,781,41640,2
rejoice222,2026,4367095940,,234,15279,35740,37
rejoice222,2026,4367122487,,1022,5522,56430,11
rejoice222,2026,4369065844,,963,4708,45320,10
rejoice222,2026,4369071599,,3319,3179,105510,6
rejoice222,2026,4369092502,,739,8921,65960,17
rejoice222,2026,4369651781,WE1ABE9,4060,1012,41090,2
rejoice222,2026,4369652718,WD54B14,347,8877,30840,22
rejoice222,2026,4405498571,WD60224,893,3630,32400,8
rejoice222,2026,4405499085,WFGMF8W,1128,2398,27040,6
rejoice222,2026,4405499349,WD717D3,424,9702,41140,29
rejoice222,2026,4405499392,WCE4E0E,756,10648,80550,17
rejoice222,2026,4463455581,WB149B1,1098,1584,17400,3
rejoice222,2026,4620527490,W56D092,1119,9108,101920,17
rejoice222,2026,4620550371,WC53FE1,9263,825,76420,3
rejoice222,2026,4620555150,WFHKVX2,321,7403,23780,13
rejoice222,2026,4620555323,WC2CB80,695,2376,16510,5
rejoice222,2026,4620559713,WB7B574,482,2992,14420,8
rejoice222,2026,4620560591,W9A36DF,9608,319,30650,1
rejoice222,2026,4620561899,W81A947,2681,946,25360,3
rejoice222,2026,4626132030,WBB4062,1501,5852,87820,14
rejoice222,2026,4626132624,WB48FEE,851,3168,26960,6
rejoice222,2026,4626132899,WB16498,779,5852,45610,12
rejoice222,2026,4626133416,WAC6651,4583,2068,94770,5
rejoice222,2026,4626134151,WA19082,13661,484,66120,2
rejoice222,2026,4626134166,WA08593,3683,1166,42940,3
rejoice222,2026,4626134839,W950B06,2822,5214,147160,18
rejoice222,2026,4626135492,W8AB972,467,11055,51580,22
rejoice222,2026,4626135758,W8965E4,1238,5423,67140,13
rejoice222,2026,4626135786,W85E08B,4140,2849,117940,6
rejoice222,2026,4626136406,W7D0D33,23665,319,75490,1
rejoice222,2026,4626136990,W6FBEA7,1174,2453,28810,5
rejoice222,2026,4626137113,W66A282,3081,1265,38980,3
rejoice222,2026,4626137534,W4E6917,1483,3795,56290,8
rejoice222,2026,4626137576,W4BEBDA,5024,594,29840,2
rejoice222,2026,4626137641,W4BEBDB,14195,473,67140,2
rejoice222,2026,4626495696,WC93039,18734,847,158680,3
rejoice222,2026,4626500266,WAA8472,9688,385,37300,1
rejoice222,2026,4637529098,WFITACL,1500,1584,23760,3
rejoice222,2026,4637533514,WFFNRS3,1303,1375,17910,6
rejoice222,2026,4637542257,WF7D8BD,1225,3278,40160,6
rejoice222,2026,4646539940,WFG0607,400,3190,12750,6
rejoice222,2026,4646545915,WFGJ58Y,567,2365,13410,7
rejoice222,2026,2998070363,W89A24C,2337,1848,43180,4
rejoice222,2026,3377058392,W1D2FF4,4728,990,46810,2
rejoice222,2026,4338870438,W7B1E1D,1800,2552,45930,6
rejoice222,2026,4369651452,WE800A5,5987,231,13830,1
rejoice222,2026,4405498994,WFD4E22,808,2574,20810,5
rejoice222,2026,4463454618,WB6D0FB,1612,3179,51240,6
rejoice222,2026,4489952002,WFFHKLN,1277,2728,34830,6
rejoice222,2026,4525978693,W5BBF07,2335,1584,36980,3
rejoice222,2026,4525979012,W68B86F,664,3333,22120,6
rejoice222,2026,4620541741,WA9F3A6,969,1760,17060,3
rejoice222,2026,4620550096,WE1D8BF,500,3311,16560,6
rejoice222,2026,4620557651,W976A84,534,3520,18790,6
rejoice222,2026,4620560430,WB6E311,8405,990,83210,2
rejoice222,2026,4620562110,WB165BF,705,6699,47260,11
rejoice222,2026,4626131008,WFIG0B9,6242,880,54930,2
rejoice222,2026,4626131957,WBB8138,11459,440,50420,1
rejoice222,2026,4626132449,WB863F9,6859,440,30180,1
rejoice222,2026,4626132517,WB76108,9441,440,41540,1
rejoice222,2026,4626133741,WA7180F,5805,847,49170,3
rejoice222,2026,4626134188,WA0E65B,2182,4895,106830,9
rejoice222,2026,4626134581,W9AC919,19754,495,97780,1
rejoice222,2026,4626136014,W7F2ED0,4696,990,46490,2
rejoice222,2026,4637505903,WFHEL20,3145,858,26980,4
rejoice222,2026,4637528293,WFFV5LC,2655,1001,26580,2
rejoice222,2026,4637536842,WFFNL4N,7255,4246,308050,9
rejoice222,2026,4646524891,WB2AE4C,2436,990,24120,2
rejoice222,2026,4646542570,WA6AA38,213,6622,14100,19
rejoice222,2026,3000274829,WB3EE95,10294,374,38500,1
rejoice222,2026,3804164258,W64FC74,4615,660,30460,1
rejoice222,2026,4206472721,,2046,3773,77180,6
rejoice222,2026,4253220164,WB1C6CF,12541,660,82770,1
rejoice222,2026,4328248211,,12241,605,74060,1
rejoice222,2026,4328278699,W9A0710,10395,1276,132640,2
rejoice222,2026,4365545838,,5843,451,26350,1
rejoice222,2026,4367093931,WB2F131,8803,649,57130,2
rejoice222,2026,4369077880,,4586,1243,57000,2
rejoice222,2026,4369079826,,732,3278,23990,6
rejoice222,2026,4369093571,,5657,1804,102060,3
rejoice222,2026,4369652583,WD57A66,1601,1089,17430,3
rejoice222,2026,4405499662,WF977B1,6990,605,42290,1
rejoice222,2026,4463453106,WA9C5E5,2544,660,16790,1
rejoice222,2026,4463453801,W06033A,2570,660,16960,1
rejoice222,2026,4463455552,WAA2AD3,47400,110,52140,1
rejoice222,2026,4463457459,W7287E2,4212,1287,54210,2
rejoice222,2026,4489950874,WB113EC,1038,2112,21920,4
rejoice222,2026,4489951027,WFH1OMU,1406,946,13300,3
rejoice222,2026,4489951774,W097D3E,590,2310,13620,4
rejoice222,2026,4525977818,W76BD16,1068,7172,76630,15
rejoice222,2026,4620527037,WB6F8AB,4679,1870,87500,3
rejoice222,2026,4620527338,WB073F9,2662,550,14640,1
rejoice222,2026,4620544659,WE5BC4C,4691,1309,61400,2
rejoice222,2026,4620549814,WBBC692,26787,605,162060,1
rejoice222,2026,4620556481,WB62131,657,3190,20960,5
rejoice222,2026,4620556985,WE63DAC,12424,1980,246000,3
rejoice222,2026,4620560155,WF2CBB5,24760,605,149800,1
rejoice222,2026,4626131154,WD61E5E,7520,1925,144760,4
rejoice222,2026,4626132434,WB8D4E4,9857,1089,107340,2
rejoice222,2026,4626133451,WAC09B8,2505,1320,33060,2
rejoice222,2026,4626134371,W9DE816,1962,1815,35610,3
rejoice222,2026,4626136125,W815E38,6164,605,37290,1
rejoice222,2026,4626137707,W48E1AA,2183,1320,28820,2
rejoice222,2026,4637522501,WFIBK73,2577,5522,142300,12
rejoice222,2026,4637525897,WFHTBO4,1398,5621,78600,11
rejoice222,2026,4637529445,WFG017S,4973,561,27900,1
rejoice222,2026,4638133462,WC0B0F7,3725,1320,49170,2
rejoice222,2026,4646516935,WFFSTQC,1161,1243,14430,2
rejoice222,2026,4646532611,WDCF30D,2091,660,13800,1
rejoice222,2026,4646541344,WA4E8CE,721,1826,13170,4
rejoice222,2026,4646544809,WBA8827,1683,1177,19810,2
rejoice222,2026,4646545020,WE87B2F,7340,605,44410,1
rejoice222,2026,3055452697,W8C6370,9496,1166,110720,2
rejoice222,2026,4405498510,WD03AA6,1617,5434,87850,9
rejoice222,2026,4463452738,WD50B37,14537,231,33580,1
rejoice222,2026,4463453549,W8782BF,2555,660,16860,1
